,vel 0,Pres 0,FMat 0,FMatRem 0,vel 1,Pres 1,FMat 1,FMatRem 1,vel 2,Pres 2,FMat 2,FMatRem 2,vel 3,Pres 3,FMat 3,FMatRem 3,vel 4,Pres 4,FMat 4,FMatRem 4,vel 5,Pres 5,FMat 5,FMatRem 5,vel 6,Pres 6,FMat 6,FMatRem 6,vel 7,Pres 7,FMat 7,FMatRem 7,vel 8,Pres 8,FMat 8,FMatRem 8,vel 9,Pres 9,FMat 9,FMatRem 9,vel 10,Pres 10,FMat 10,FMatRem 10,vel 11,Pres 11,FMat 11,FMatRem 11,vel 12,Pres 12,FMat 12,FMatRem 12,vel 13,Pres 13,FMat 13,FMatRem 13,vel 14,Pres 14,FMat 14,FMatRem 14,vel 15,Pres 15,FMat 15,FMatRem 15,vel 16,Pres 16,FMat 16,FMatRem 16,vel 17,Pres 17,FMat 17,FMatRem 17,vel 18,Pres 18,FMat 18,FMatRem 18,vel 19,Pres 19,FMat 19,FMatRem 19
0,-0.00030445670299688373,2955432.970031197,0.005052228351498442,0.005052228351498442,-0.0006041635802420924,3324023.948612446,0.005354310141619488,0.005354310141619488,-0.0011860884538731605,3471752.558513316,0.005947354368556068,0.005947354368556068,-0.00230606132245747,3559903.8437066292,0.007100385029784803,0.007100385029784803,-0.00444600711128986,3621583.163283618,0.009323388585429733,0.009323388585429733,-0.008510420302265708,3668532.065623682,0.013578598736562586,0.013578598736562586,-0.016190076125538435,3706192.428070195,0.021673636799331805,0.021673636799331805,-0.030634142464294845,3737512.8318158113,0.036990708031479226,0.036990708031479226,-0.05768865734784342,3764265.098698028,0.06583503670540093,0.06583503670540093,-0.10817245398861858,3787595.5599108785,0.11992126369971022,0.11992126369971022,-0.20204879996986388,3808287.8522458854,0.22094566368464216,0.22094566368464216,-0.3760528472777725,3826900.6482606744,0.4089720873235284,0.4089720873235284,-0.6976044253819714,3843845.333634445,0.7577743000145141,0.7577743000145141,-1.2901269761709286,3859432.5068288166,1.4028377880999785,1.4028377880999785,-2.379020555208312,3873901.2524184613,2.5923480657041345,2.5923480657041345,-4.374955845313525,3887438.390357681,4.779825988360897,4.779825988360897,-8.024466530237529,3900191.623861775,8.79205925347966,8.79205925347966,-14.681651492125475,3912278.820437937,16.132884999542398,16.132884999542398,-26.797396098787118,3923794.749899991,29.531583048935957,29.531583048935957,-48.79851453058878,3934816.0922633074,53.93084031423035,53.93084031423035
1,-5.291037474867905e-05,1997685.9527755405,0.004826455187374339,0.004826455187374339,-0.00011744062803117985,2439403.751054872,0.004885175501389928,0.004885175501389928,-0.00023421802282148888,2631957.9835490887,0.005002284512800673,0.005002284512800673,-0.0004575736893788468,2748301.483979355,0.005231071357490096,0.005231071357490096,-0.0008841520629766256,2830011.1374363485,0.005673147388978408,0.005673147388978408,-0.0016945693778818052,2892315.0655450276,0.006520432077919311,0.006520432077919311,-0.0032263509168966474,2942343.1113425065,0.008133607536367635,0.008133607536367635,-0.006108210213545102,2983976.8504959783,0.011187712643140186,0.011187712643140186,-0.011507415348708479,3019555.1769349985,0.016941420317494425,0.016941420317494425,-0.021584379836551666,3050594.0224387455,0.027733610235770256,0.027733610235770256,-0.0403259434826346,3078130.982174532,0.04789658197708756,0.04789658197708756,-0.07506902138655487,3102906.4536011773,0.085431092670365,0.085431092670365,-0.13927992291760763,3125466.0052200514,0.15507105412916883,0.15507105412916883,-0.25761243260450273,3146221.7525689583,0.2838772704314202,0.2838772704314202,-0.4750923537278992,3165491.044803058,0.5214234472953698,0.5214234472953698,-0.8737585818638327,3183521.9299023435,0.9583027382272862,0.9583027382272862,-1.6027503257404896,3200510.5631524296,1.759677901097531,1.759677901097531,-2.9325924685261144,3216613.504515424,3.2259741353605884,3.2259741353605884,-5.352942815634884,3231956.6517892126,5.902445543178031,5.902445543178031,-9.74824982389327,3246641.883198324,10.776570455124666,10.776570455124666
2,-3.427391343545643e-05,1468582.205288756,0.004717136956717728,0.004717136956717728,-3.935046108980082e-05,1919232.8596790268,0.004736812187262628,0.004736812187262628,-5.2093595489534145e-05,2132702.540150409,0.004762858985007395,0.004762858985007395,-8.199258883901566e-05,2264132.312153313,0.004803855279426903,0.004803855279426903,-0.00014331204554986963,2357028.95361095,0.004875511302201837,0.004875511302201837,-0.00026303591811998613,2428080.159772438,0.00500702926126183,0.00500702926126183,-0.0004919114483146945,2485234.194405028,0.005252984985419177,0.005252984985419177,-0.0009246964005387448,2532854.471443756,0.00571533318568855,0.00571533318568855,-0.0017375033150031048,2573583.1037117112,0.006584084843190102,0.006584084843190102,-0.003256464737098208,2609138.0322475513,0.008212317211739206,0.008212317211739206,-0.0060836308908055504,2640697.7471653726,0.011254132657141981,0.011254132657141981,-0.01132720866070384,2669104.5481197126,0.016917736987493902,0.016917736987493902,-0.021021593590971718,2694979.837410263,0.027428533782979762,0.027428533782979762,-0.03889185766976821,2718793.4379494125,0.04687446261786386,0.04687446261786386,-0.07174202965989827,2740907.383247428,0.08274547744781299,0.08274547744781299,-0.1319706359234131,2761604.7948715175,0.14873079540951956,0.14873079540951956,-0.24211910555997534,2781109.653924819,0.2697903481895072,0.2697903481895072,-0.4430787642409144,2799600.785554622,0.4913297303099644,0.4913297303099644,-0.8088692537686311,2817222.02845731,0.8957643571942799,0.8957643571942799,-1.4731974857449164,2834089.8033131473,1.6323631000667382,1.6323631000667382
3,-2.3921906705086172e-05,1125843.0709341895,0.004611960953352543,0.004611960953352543,-2.8230580697783976e-05,1559270.3826663126,0.004626076243701435,0.004626076243701435,-2.958493066679249e-05,1781580.729506328,0.004640868709034831,0.004640868709034831,-3.203688892736945e-05,1921676.8121290677,0.004656887153498516,0.004656887153498516,-3.795393660570952e-05,2021573.3073731437,0.004675864121801371,0.004675864121801371,-5.0798412842980244e-05,2098310.8295218796,0.004701263328222861,0.004701263328222861,-7.679495063038474e-05,2160197.5003402345,0.0047396608035380535,0.0047396608035380535,-0.00012745519761599974,2211848.722101731,0.004803388402346054,0.004803388402346054,-0.00022412704434553274,2256078.930524821,0.00491545192451882,0.00491545192451882,-0.0004063315134524173,2294726.594559043,0.005118617681245029,0.005118617681245029,-0.0007470411722129254,2329056.971970999,0.005492138267351491,0.005492138267351491,-0.0013806222663782684,2359976.5048003457,0.006182449400540625,0.006182449400540625,-0.0025538180750815766,2388155.082127881,0.007459358438081414,0.007459358438081414,-0.004718557226029835,2414099.848663596,0.009818637051096332,0.009818637051096332,-0.00870051550375622,2438201.9835867803,0.014168894802974442,0.014168894802974442,-0.016004588665717332,2460767.631862685,0.02217118913583311,0.02217118913583311,-0.029367291981899118,2482039.129423606,0.03685483512678267,0.03685483512678267,-0.05375360104925919,2502210.0439673825,0.06373163565141227,0.06373163565141227,-0.09815215098238488,2521436.1294663013,0.11280771114260471,0.11280771114260471,-0.17880175910037643,2539843.48903431,0.20220859069279293,0.20220859069279293
4,-1.742713092993421e-05,886624.0038833263,0.0045087135654649675,0.0045087135654649675,-2.1535947417738425e-05,1290857.6288581684,0.004519481539173836,0.004519481539173836,-2.2650708018262486e-05,1514414.2638099964,0.004530806893182968,0.004530806893182968,-2.3214760397991773e-05,1659058.4298690371,0.004542414273381964,0.004542414273381964,-2.3861702375027816e-05,1763327.2668391343,0.004554345124569478,0.004554345124569478,-2.5030764913301745e-05,1843869.906584299,0.004566860507026128,0.004566860507026128,-2.7379718982308484e-05,1909041.4939561049,0.004580550366517283,0.004580550366517283,-3.208664344442636e-05,1963554.9496382396,0.004596593688239496,0.004596593688239496,-4.131922382506097e-05,2010310.7124929645,0.0046172533001520265,0.0046172533001520265,-5.9079473291408555e-05,2051214.969620003,0.00464679303679773,0.00464679303679773,-9.274936154217153e-05,2087585.1791063587,0.004693167717568816,0.004693167717568816,-0.00015591843006852526,2120368.103094063,0.004771126932603079,0.004771126932603079,-0.00027354525985449283,2150265.0345258713,0.004907899562530325,0.004907899562530325,-0.0004913565984466219,2177807.806326689,0.005153577861753636,0.005153577861753636,-0.0008929234892753996,2203407.174115337,0.005600039606391336,0.005600039606391336,-0.0016306150210734817,2227384.922365394,0.006415347116928077,0.006415347116928077,-0.0029815856984465013,2249995.9614131744,0.007906139966151327,0.007906139966151327,-0.005448828019967157,2271444.024898472,0.010630553976134905,0.010630553976134905,-0.009943188656919727,2291893.125864375,0.01560214830459477,0.01560214830459477,-0.0181105587510905,2311476.1075170254,0.02465742768014002,0.02465742768014002
5,-1.3050287940327513e-05,712352.6945839832,0.004406525143970162,0.004406525143970162,-1.698901245399369e-05,1082271.7473326363,0.004415019650197158,0.004415019650197158,-1.81471004152034e-05,1301920.5182844107,0.00442409320040476,0.00442409320040476,-1.8613621647559648e-05,1448133.6852760762,0.00443340001122854,0.00443340001122854,-1.890563481999997e-05,1554878.7474104923,0.00444285282863854,0.00444285282863854,-1.9176008795682184e-05,1637887.587082964,0.004452440833036381,0.004452440833036381,-1.950920720888327e-05,1705327.6229337747,0.004462195436640823,0.004462195436640823,-2.0010419642428774e-05,1761892.2300503494,0.0044722006464620375,0.0044722006464620375,-2.0863463480854563e-05,1810502.7821811193,0.004482632378202464,0.004482632378202464,-2.240921195548395e-05,1853093.7562278884,0.004493836984180206,0.004493836984180206,-2.528111160937815e-05,1891009.2633849166,0.004506477539984895,0.004506477539984895,-3.06505815736755e-05,1925218.9450794952,0.004521802830771733,0.004521802830771733,-4.067436296856824e-05,1956443.09370873,0.004542140012256017,0.004542140012256017,-5.930939043435135e-05,1985229.1200092412,0.0045717947074731926,0.0045717947074731926,-9.379399622907746e-05,2012000.4945783915,0.004618691705587731,0.004618691705587731,-0.00015733415420025114,2037089.3713653372,0.004697358782687857,0.004697358782687857,-0.00027396417545491185,2060759.1250150325,0.004834340870415313,0.004834340870415313,-0.0004873228949856587,2083220.4110280522,0.005078002317908142,0.005078002317908142,-0.0008764660935364265,2104642.91658005,0.0055162353646763555,0.0055162353646763555,-0.001584298226761185,2125164.149411591,0.006308384478056948,0.006308384478056948
6,-9.961070065777548e-06,581849.8151807106,0.004304980535032888,0.004304980535032888,-1.3680918295881425e-05,916019.9136563791,0.004311820994180828,0.004311820994180828,-1.4924188624800314e-05,1128200.6995737334,0.0043192830884932285,0.0043192830884932285,-1.5417025482383275e-05,1273707.8813987242,0.00432699160123442,0.00432699160123442,-1.5672196650009903e-05,1381455.248076132,0.0043348276995594254,0.0043348276995594254,-1.5846985698148216e-05,1465893.56152661,0.0043427511924084995,0.0043427511924084995,-1.5997314584787083e-05,1534821.917676902,0.004350749849700893,0.004350749849700893,-1.6148963812301655e-05,1592820.9487499772,0.004358824331607044,0.004358824331607044,-1.632168717300907e-05,1642780.6718224091,0.004366985175193548,0.004366985175193548,-1.654204459433936e-05,1686632.1718697012,0.004375256197490718,0.004375256197490718,-1.6856386749792e-05,1725725.7641265048,0.004383684390865615,0.004383684390865615,-1.7350616634233744e-05,1761040.0794833256,0.004392359699182732,0.004392359699182732,-1.81845988448268e-05,1793304.5817485738,0.004401451998605145,0.004401451998605145,-1.9654105871712566e-05,1823075.0753920297,0.004411279051541002,0.004411279051541002,-2.230310165844524e-05,1850782.357650582,0.004422430602370225,0.004422430602370225,-2.7127293789349537e-05,1876764.827876312,0.004435994249264899,0.004435994249264899,-3.594255524465453e-05,1901291.1181638262,0.004453965526887226,0.004453965526887226,-5.205040785986423e-05,1924576.2810580567,0.004479990730817158,0.004479990730817158,-8.143757261464544e-05,1946793.6704162904,0.004520709517124481,0.004520709517124481,-0.00013493370744211544,1968083.8497700195,0.0045881763708455385,0.0045881763708455385
7,-7.709916087621304e-06,482239.11452293454,0.00420385495804381,0.00420385495804381,-1.1167696791185577e-05,781291.7538942753,0.0042094388064394025,0.0042094388064394025,-1.2479432038853275e-05,983584.585363499,0.004215678522458829,0.004215678522458829,-1.3028388569427946e-05,1126613.052462786,0.0042221927167435435,0.0042221927167435435,-1.3300972053034676e-05,1234171.8082533216,0.004228843202770061,0.004228843202770061,-1.3464061387843812e-05,1319196.345487717,0.004235575233463983,0.004235575233463983,-1.3580631167266073e-05,1388980.3004264873,0.004242365549047616,0.004242365549047616,-1.367731900475929e-05,1447916.4778263676,0.004249204208549995,0.004249204208549995,-1.376680743654785e-05,1498820.3817575555,0.0042560876122682695,0.0042560876122682695,-1.3856271885289235e-05,1543593.307427264,0.0042630157482109144,0.0042630157482109144,-1.3951323579650315e-05,1583574.685352406,0.00426999141000074,0.00426999141000074,-1.4058696418678456e-05,1619740.53012997,0.004277020758210079,0.004277020758210079,-1.4189205524955732e-05,1652821.2774465324,0.004284115360972557,0.004284115360972557,-1.4362233023560907e-05,1683375.1438791302,0.004291296477484338,0.004291296477484338,-1.4613437240454084e-05,1711835.7762163875,0.004298603196104565,0.004298603196104565,-1.5008510163692732e-05,1738544.3993521447,0.004306107451186411,0.004306107451186411,-1.5667966950010886e-05,1763772.248354165,0.004313941434661416,0.004313941434661416,-1.6811877244794708e-05,1787736.6863117667,0.004322347373283813,0.004322347373283813,-1.884049762365446e-05,1810613.0773097305,0.004331767622095641,0.004331767622095641,-2.247936544949359e-05,1832543.7151025624,0.004343007304820388,0.004343007304820388
8,-6.031106104875873e-06,405139.953646721,0.004103015553052437,0.004103015553052437,-9.202336024586151e-06,670857.805098198,0.00410761672106473,0.00410761672106473,-1.0552463902539184e-05,861693.9292430116,0.004112892953015999,0.004112892953015999,-1.1158282617588581e-05,1000861.9483550558,0.004118472094324793,0.004118472094324793,-1.1464799082987316e-05,1107252.7850437514,0.004124204493866287,0.004124204493866287,-1.1641317823362554e-05,1192158.3182694297,0.004130025152777968,0.004130025152777968,-1.1756442034345708e-05,1262266.89099204,0.004135903373795141,0.004135903373795141,-1.1840672909152335e-05,1321723.6720203566,0.004141823710249718,0.004141823710249718,-1.1908807891240487e-05,1373233.8831054482,0.004147778114195338,0.004147778114195338,-1.1968593040465317e-05,1418646.7214087292,0.00415376241071557,0.00415376241071557,-1.2024394892826196e-05,1459276.1488696171,0.004159774608161983,0.004159774608161983,-1.207892920290924e-05,1496085.6104354346,0.004165814072763438,0.004165814072763438,-1.2134202320205646e-05,1529799.4653395524,0.004171881173923541,0.004171881173923541,-1.219217282988819e-05,1560973.1958317282,0.004177977260338485,0.004177977260338485,-1.2255424684816333e-05,1590039.4457463264,0.004184104972680893,0.004184104972680893,-1.232811022092422e-05,1617339.3235428897,0.004190269027791356,0.004190269027791356,-1.241750675958733e-05,1643144.3848468743,0.00419647778117115,0.00419647778117115,-1.2536746145143663e-05,1667672.5103720792,0.004202746154243722,0.004202746154243722,-1.270969152606609e-05,1691099.6520791792,0.004209101000006756,0.004209101000006756,-1.2979691194850232e-05,1713568.6966395457,0.00421559084560418,0.00421559084560418
9,-4.757203925560101e-06,344828.892597963,0.004002378601962779,0.004002378601962779,-7.63415879590329e-06,579600.4635324338,0.004006195681360731,0.004006195681360731,-8.992739634620582e-06,758057.6320319544,0.004010692051178041,0.004010692051178041,-9.646162799673223e-06,892303.1041702706,0.004015515132577877,0.004015515132577877,-9.989393164052612e-06,996717.3985831821,0.004020509829159903,0.004020509829159903,-1.0188170778563659e-05,1080905.8195973758,0.0040256039145491855,0.0040256039145491855,-1.0314243836861265e-05,1150884.2946175453,0.004030761036467616,0.004030761036467616,-1.0401076182069346e-05,1210504.1437599936,0.004035961574558651,0.004035961574558651,-1.0465524963266117e-05,1262330.9903107171,0.004041194337040284,0.004041194337040284,-1.0516681033901066e-05,1308143.0882702386,0.004046452677557235,0.004046452677557235,-1.0559743990119723e-05,1349216.3999549572,0.004051732549552295,0.004051732549552295,-1.0597847939399075e-05,1386493.1617216687,0.004057031473521994,0.004057031473521994,-1.063298065247108e-05,1420685.5009095287,0.0040623479638482295,0.0040623479638482295,-1.066647757926668e-05,1452341.6536033028,0.004067681202637863,0.004067681202637863,-1.0699310622953471e-05,1481889.8750601604,0.00407303085794934,0.00407303085794934,-1.0732283187267334e-05,1509668.5680298787,0.004078396999542974,0.004078396999542974,-1.0766199234149088e-05,1535947.5981879374,0.004083780099160049,0.004083780099160049,-1.0802062580144963e-05,1560943.7838883372,0.004089181130450121,0.004089181130450121,-1.0841373572265626e-05,1584832.4114266762,0.004094601817236254,0.004094601817236254,-1.0886625380740656e-05,1607755.9582285618,0.004100045129926624,0.004100045129926624
