;velocity 0;FuncMatrix 0;FuncMatrixRemake 0;velocity 1;FuncMatrix 1;FuncMatrixRemake 1;velocity 2;FuncMatrix 2;FuncMatrixRemake 2;velocity 3;FuncMatrix 3;FuncMatrixRemake 3;velocity 4;FuncMatrix 4;FuncMatrixRemake 4;velocity 5;FuncMatrix 5;FuncMatrixRemake 5;velocity 6;FuncMatrix 6;FuncMatrixRemake 6;velocity 7;FuncMatrix 7;FuncMatrixRemake 7;velocity 8;FuncMatrix 8;FuncMatrixRemake 8;velocity 9;FuncMatrix 9;FuncMatrixRemake 9;velocity 10;FuncMatrix 10;FuncMatrixRemake 10;velocity 11;FuncMatrix 11;FuncMatrixRemake 11;velocity 12;FuncMatrix 12;FuncMatrixRemake 12;velocity 13;FuncMatrix 13;FuncMatrixRemake 13;velocity 14;FuncMatrix 14;FuncMatrixRemake 14;velocity 15;FuncMatrix 15;FuncMatrixRemake 15;velocity 16;FuncMatrix 16;FuncMatrixRemake 16;velocity 17;FuncMatrix 17;FuncMatrixRemake 17;velocity 18;FuncMatrix 18;FuncMatrixRemake 18;velocity 19;FuncMatrix 19;FuncMatrixRemake 19;velocity 20;FuncMatrix 20;FuncMatrixRemake 20;velocity 21;FuncMatrix 21;FuncMatrixRemake 21;velocity 22;FuncMatrix 22;FuncMatrixRemake 22;velocity 23;FuncMatrix 23;FuncMatrixRemake 23;velocity 24;FuncMatrix 24;FuncMatrixRemake 24;velocity 25;FuncMatrix 25;FuncMatrixRemake 25;velocity 26;FuncMatrix 26;FuncMatrixRemake 26;velocity 27;FuncMatrix 27;FuncMatrixRemake 27;velocity 28;FuncMatrix 28;FuncMatrixRemake 28;velocity 29;FuncMatrix 29;FuncMatrixRemake 29;velocity 30;FuncMatrix 30;FuncMatrixRemake 30;velocity 31;FuncMatrix 31;FuncMatrixRemake 31;velocity 32;FuncMatrix 32;FuncMatrixRemake 32;velocity 33;FuncMatrix 33;FuncMatrixRemake 33;velocity 34;FuncMatrix 34;FuncMatrixRemake 34;velocity 35;FuncMatrix 35;FuncMatrixRemake 35;velocity 36;FuncMatrix 36;FuncMatrixRemake 36;velocity 37;FuncMatrix 37;FuncMatrixRemake 37;velocity 38;FuncMatrix 38;FuncMatrixRemake 38;velocity 39;FuncMatrix 39;FuncMatrixRemake 39
10;-8.99E-06;-9.91E-05;-9.91E-05;-1.84E-05;-9.73E-05;-9.73E-05;-3.05E-05;-9.42E-05;-9.42E-05;-4.15E-05;-9.01E-05;-9.01E-05;-5.02E-05;-8.50E-05;-8.50E-05;-5.63E-05;-7.94E-05;-7.94E-05;-6.00E-05;-7.34E-05;-7.34E-05;-6.16E-05;-6.72E-05;-6.72E-05;-6.15E-05;-6.11E-05;-6.11E-05;-6.01E-05;-5.51E-05;-5.51E-05;-5.77E-05;-4.93E-05;-4.93E-05;-5.45E-05;-4.39E-05;-4.39E-05;-5.09E-05;-3.88E-05;-3.88E-05;-4.70E-05;-3.41E-05;-3.41E-05;-4.31E-05;-2.98E-05;-2.98E-05;-3.91E-05;-2.58E-05;-2.58E-05;-3.53E-05;-2.23E-05;-2.23E-05;-3.17E-05;-1.92E-05;-1.92E-05;-2.82E-05;-1.63E-05;-1.63E-05;-2.51E-05;-1.38E-05;-1.38E-05;-2.22E-05;-1.16E-05;-1.16E-05;-1.96E-05;-9.64E-06;-9.64E-06;-1.73E-05;-7.91E-06;-7.91E-06;-1.52E-05;-6.38E-06;-6.38E-06;-1.34E-05;-5.05E-06;-5.05E-06;-1.18E-05;-3.87E-06;-3.87E-06;-1.03E-05;-2.84E-06;-2.84E-06;-9.11E-06;-1.93E-06;-1.93E-06;-8.04E-06;-1.12E-06;-1.12E-06;-7.12E-06;-4.11E-07;-4.11E-07;-6.32E-06;2.21E-07;0;-1.57E-06;1.57E-07;1.57E-07;-1.57E-06;3.14E-07;3.14E-07;-1.58E-06;4.72E-07;4.72E-07;-1.58E-06;6.31E-07;6.31E-07;-1.59E-06;7.90E-07;7.90E-07;-1.60E-06;9.49E-07;9.49E-07;-1.60E-06;1.11E-06;1.11E-06;-1.61E-06;1.27E-06;1.27E-06;-1.61E-06;1.43E-06;1.43E-06
11;-8.10E-06;-0.00019919;-0.00019919;-1.68E-05;-0.000197508;-0.000197508;-2.86E-05;-0.000194652;-0.000194652;-4.03E-05;-0.000190621;-0.000190621;-5.11E-05;-0.000185508;-0.000185508;-6.07E-05;-0.000179436;-0.000179436;-6.90E-05;-0.000172538;-0.000172538;-7.59E-05;-0.000164948;-0.000164948;-8.14E-05;-0.000156805;-0.000156805;-8.56E-05;-0.000148244;-0.000148244;-8.85E-05;-0.000139397;-0.000139397;-9.00E-05;-0.000130394;-0.000130394;-9.04E-05;-0.000121353;-0.000121353;-8.97E-05;-0.000112383;-0.000112383;-8.80E-05;-0.000103582;-0.000103582;-8.55E-05;-9.50E-05;-9.50E-05;-8.23E-05;-8.68E-05;-8.68E-05;-7.86E-05;-7.89E-05;-7.89E-05;-7.45E-05;-7.15E-05;-7.15E-05;-7.00E-05;-6.45E-05;-6.45E-05;-6.55E-05;-5.79E-05;-5.79E-05;-6.08E-05;-5.19E-05;-5.19E-05;-5.62E-05;-4.62E-05;-4.62E-05;-5.17E-05;-4.11E-05;-4.11E-05;-4.73E-05;-3.63E-05;-3.63E-05;-4.32E-05;-3.20E-05;-3.20E-05;-3.92E-05;-2.81E-05;-2.81E-05;-3.55E-05;-2.45E-05;-2.45E-05;-3.21E-05;-2.13E-05;-2.13E-05;-2.89E-05;-1.85E-05;-1.85E-05;-2.59E-05;-1.59E-05;-1.00E-04;-0.000144609;-8.55E-05;-8.55E-05;-0.000123876;-7.32E-05;-7.32E-05;-0.000106568;-6.25E-05;-6.25E-05;-9.17E-05;-5.33E-05;-5.33E-05;-7.89E-05;-4.54E-05;-4.54E-05;-6.78E-05;-3.87E-05;-3.87E-05;-5.83E-05;-3.28E-05;-3.28E-05;-5.01E-05;-2.78E-05;-2.78E-05;-4.31E-05;-2.35E-05;-2.35E-05
12;-7.34E-06;-0.000299266;-0.000299266;-1.54E-05;-0.000297731;-0.000297731;-2.61E-05;-0.000295119;-0.000295119;-3.70E-05;-0.000291421;-0.000291421;-4.71E-05;-0.000286712;-0.000286712;-5.63E-05;-0.000281084;-0.000281084;-6.46E-05;-0.000274627;-0.000274627;-7.20E-05;-0.000267423;-0.000267423;-7.88E-05;-0.000259545;-0.000259545;-8.48E-05;-0.000251065;-0.000251065;-9.01E-05;-0.000242051;-0.000242051;-9.47E-05;-0.000232576;-0.000232576;-9.86E-05;-0.000222714;-0.000222714;-0.000101723;-0.000212542;-0.000212542;-0.000104028;-0.000202139;-0.000202139;-0.000105525;-0.000191586;-0.000191586;-0.000106217;-0.000180965;-0.000180965;-0.000106121;-0.000170353;-0.000170353;-0.000105273;-0.000159825;-0.000159825;-0.000103725;-0.000149453;-0.000149453;-0.000101536;-0.000139299;-0.000139299;-9.88E-05;-0.000129421;-0.000129421;-9.55E-05;-0.000119868;-0.000119868;-9.19E-05;-0.000110679;-0.000110679;-8.79E-05;-0.000101889;-0.000101889;-8.37E-05;-9.35E-05;-9.35E-05;-7.93E-05;-8.56E-05;-8.56E-05;-7.48E-05;-7.81E-05;-7.81E-05;-7.02E-05;-7.11E-05;-7.11E-05;-6.57E-05;-6.45E-05;-6.45E-05;-6.13E-05;-5.84E-05;-0.0002;-0.00013383;-0.000186617;-0.000186617;-0.000135241;-0.000173093;-0.000173093;-0.000134184;-0.000159675;-0.000159675;-0.000130974;-0.000146577;-0.000146577;-0.000126146;-0.000133963;-0.000133963;-0.00012017;-0.000121946;-0.000121946;-0.000113435;-0.000110602;-0.000110602;-0.000106251;-1.00E-04;-1.00E-04;-9.89E-05;-9.01E-05;-9.01E-05
13;-6.68E-06;-0.000399332;-0.000399332;-1.41E-05;-0.000397924;-0.000397924;-2.40E-05;-0.000395523;-0.000395523;-3.41E-05;-0.000392117;-0.000392117;-4.34E-05;-0.000387772;-0.000387772;-5.20E-05;-0.000382574;-0.000382574;-5.97E-05;-0.000376605;-0.000376605;-6.67E-05;-0.000369937;-0.000369937;-7.31E-05;-0.00036263;-0.00036263;-7.89E-05;-0.000354736;-0.000354736;-8.43E-05;-0.000346301;-0.000346301;-8.93E-05;-0.000337367;-0.000337367;-9.39E-05;-0.000327974;-0.000327974;-9.81E-05;-0.000318161;-0.000318161;-0.000101929;-0.000307968;-0.000307968;-0.000105304;-0.000297438;-0.000297438;-0.000108231;-0.000286615;-0.000286615;-0.000110682;-0.000275546;-0.000275546;-0.000112631;-0.000264283;-0.000264283;-0.000114056;-0.000252878;-0.000252878;-0.000114939;-0.000241384;-0.000241384;-0.000115274;-0.000229856;-0.000229856;-0.000115061;-0.00021835;-0.00021835;-0.000114312;-0.000206919;-0.000206919;-0.000113045;-0.000195615;-0.000195615;-0.00011129;-0.000184486;-0.000184486;-0.000109081;-0.000173577;-0.000173577;-0.000106459;-0.000162931;-0.000162931;-0.000103471;-0.000152584;-0.000152584;-0.000100164;-0.000142568;-0.000142568;-9.66E-05;-0.000132909;-0.0003;-0.000124533;-0.000287547;-0.000287547;-0.000125682;-0.000274979;-0.000274979;-0.00012731;-0.000262248;-0.000262248;-0.000128658;-0.000249382;-0.000249382;-0.000129429;-0.000236439;-0.000236439;-0.000129472;-0.000223492;-0.000223492;-0.000128723;-0.000210619;-0.000210619;-0.000127179;-0.000197902;-0.000197902;-0.000124878;-0.000185414;-0.000185414
14;-6.11E-06;-0.000499389;-0.000499389;-1.30E-05;-0.000498092;-0.000498092;-2.22E-05;-0.000495875;-0.000495875;-3.15E-05;-0.000492723;-0.000492723;-4.03E-05;-0.000488696;-0.000488696;-4.82E-05;-0.000483874;-0.000483874;-5.54E-05;-0.000478333;-0.000478333;-6.19E-05;-0.000472141;-0.000472141;-6.79E-05;-0.000465355;-0.000465355;-7.33E-05;-0.000458023;-0.000458023;-7.84E-05;-0.000450187;-0.000450187;-8.30E-05;-0.000441883;-0.000441883;-8.74E-05;-0.000433142;-0.000433142;-9.15E-05;-0.000423992;-0.000423992;-9.53E-05;-0.000414457;-0.000414457;-9.89E-05;-0.000404564;-0.000404564;-0.000102289;-0.000394335;-0.000394335;-0.000105403;-0.000383795;-0.000383795;-0.000108266;-0.000372968;-0.000372968;-0.000110866;-0.000361882;-0.000361882;-0.000113184;-0.000350563;-0.000350563;-0.0001152;-0.000339043;-0.000339043;-0.000116893;-0.000327354;-0.000327354;-0.000118245;-0.000315529;-0.000315529;-0.000119237;-0.000303606;-0.000303606;-0.000119855;-0.00029162;-0.00029162;-0.000120089;-0.000279611;-0.000279611;-0.000119934;-0.000267618;-0.000267618;-0.000119391;-0.000255679;-0.000255679;-0.000118464;-0.000243833;-0.000243833;-0.000117165;-0.000232116;-0.0004;-0.000116432;-0.000388357;-0.000388357;-0.000117386;-0.000376618;-0.000376618;-0.000118758;-0.000364742;-0.000364742;-0.000120215;-0.000352721;-0.000352721;-0.000121659;-0.000340555;-0.000340555;-0.00012301;-0.000328254;-0.000328254;-0.000124186;-0.000315835;-0.000315835;-0.000125114;-0.000303324;-0.000303324;-0.000125724;-0.000290751;-0.000290751
15;-5.60E-06;-0.00059944;-0.00059944;-1.20E-05;-0.000598241;-0.000598241;-2.05E-05;-0.000596186;-0.000596186;-2.93E-05;-0.000593258;-0.000593258;-3.75E-05;-0.00058951;-0.00058951;-4.49E-05;-0.000585017;-0.000585017;-5.17E-05;-0.000579852;-0.000579852;-5.78E-05;-0.000574076;-0.000574076;-6.33E-05;-0.000567746;-0.000567746;-6.84E-05;-0.000560908;-0.000560908;-7.31E-05;-0.000553601;-0.000553601;-7.74E-05;-0.000545859;-0.000545859;-8.15E-05;-0.000537712;-0.000537712;-8.53E-05;-0.000529186;-0.000529186;-8.88E-05;-0.000520303;-0.000520303;-9.22E-05;-0.000511084;-0.000511084;-9.54E-05;-0.000501547;-0.000501547;-9.84E-05;-0.000491709;-0.000491709;-0.000101235;-0.000481585;-0.000481585;-0.000103935;-0.000471192;-0.000471192;-0.000106484;-0.000460543;-0.000460543;-0.000108881;-0.000449655;-0.000449655;-0.000111119;-0.000438543;-0.000438543;-0.000113189;-0.000427224;-0.000427224;-0.000115081;-0.000415716;-0.000415716;-0.000116781;-0.000404038;-0.000404038;-0.000118275;-0.000392211;-0.000392211;-0.000119548;-0.000380256;-0.000380256;-0.000120586;-0.000368197;-0.000368197;-0.000121374;-0.00035606;-0.00035606;-0.000121902;-0.000343869;-0.0005;-0.000109311;-0.000489069;-0.000489069;-0.000110117;-0.000478057;-0.000478057;-0.000111291;-0.000466928;-0.000466928;-0.00011254;-0.000455674;-0.000455674;-0.000113811;-0.000444293;-0.000444293;-0.000115089;-0.000432784;-0.000432784;-0.000116357;-0.000421148;-0.000421148;-0.000117596;-0.000409389;-0.000409389;-0.000118783;-0.000397511;-0.000397511
16;-5.16E-06;-0.000699484;-0.000699484;-1.11E-05;-0.000698372;-0.000698372;-1.91E-05;-0.000696461;-0.000696461;-2.73E-05;-0.000693732;-0.000693732;-3.50E-05;-0.000690232;-0.000690232;-4.20E-05;-0.000686031;-0.000686031;-4.83E-05;-0.000681197;-0.000681197;-5.41E-05;-0.00067579;-0.00067579;-5.93E-05;-0.000669862;-0.000669862;-6.40E-05;-0.000663458;-0.000663458;-6.84E-05;-0.000656615;-0.000656615;-7.25E-05;-0.000649367;-0.000649367;-7.63E-05;-0.000641742;-0.000641742;-7.98E-05;-0.000633765;-0.000633765;-8.31E-05;-0.000625457;-0.000625457;-8.62E-05;-0.00061684;-0.00061684;-8.91E-05;-0.000607929;-0.000607929;-9.19E-05;-0.000598741;-0.000598741;-9.45E-05;-0.000589289;-0.000589289;-9.70E-05;-0.000579586;-0.000579586;-9.94E-05;-0.000569643;-0.000569643;-0.000101711;-0.000559472;-0.000559472;-0.000103896;-0.000549083;-0.000549083;-0.000105984;-0.000538484;-0.000538484;-0.000107975;-0.000527687;-0.000527687;-0.000109869;-0.0005167;-0.0005167;-0.000111662;-0.000505534;-0.000505534;-0.00011335;-0.000494199;-0.000494199;-0.000114926;-0.000482706;-0.000482706;-0.000116381;-0.000471068;-0.000471068;-0.000117706;-0.000459297;-0.0006;-0.000103;-0.0005897;-0.0005897;-0.000103694;-0.000579331;-0.000579331;-0.000104712;-0.000568859;-0.000568859;-0.000105797;-0.00055828;-0.00055828;-0.000106898;-0.00054759;-0.00054759;-0.000108005;-0.000536789;-0.000536789;-0.000109113;-0.000525878;-0.000525878;-0.000110219;-0.000514856;-0.000514856;-0.000111323;-0.000503724;-0.000503724
17;-4.76E-06;-0.000799524;-0.000799524;-1.03E-05;-0.000798489;-0.000798489;-1.78E-05;-0.000796707;-0.000796707;-2.55E-05;-0.000794155;-0.000794155;-3.28E-05;-0.000790877;-0.000790877;-3.94E-05;-0.000786936;-0.000786936;-4.54E-05;-0.000782398;-0.000782398;-5.08E-05;-0.000777319;-0.000777319;-5.57E-05;-0.000771748;-0.000771748;-6.02E-05;-0.000765729;-0.000765729;-6.43E-05;-0.000759297;-0.000759297;-6.81E-05;-0.000752485;-0.000752485;-7.16E-05;-0.00074532;-0.00074532;-7.49E-05;-0.000737827;-0.000737827;-7.80E-05;-0.000730026;-0.000730026;-8.09E-05;-0.000721937;-0.000721937;-8.36E-05;-0.000713577;-0.000713577;-8.62E-05;-0.000704961;-0.000704961;-8.86E-05;-0.000696103;-0.000696103;-9.09E-05;-0.000687014;-0.000687014;-9.31E-05;-0.000677706;-0.000677706;-9.52E-05;-0.000668188;-0.000668188;-9.72E-05;-0.000658471;-0.000658471;-9.91E-05;-0.000648561;-0.000648561;-0.000100947;-0.000638466;-0.000638466;-0.000102725;-0.000628194;-0.000628194;-0.000104437;-0.00061775;-0.00061775;-0.000106086;-0.000607141;-0.000607141;-0.000107674;-0.000596374;-0.000596374;-0.000109201;-0.000585454;-0.000585454;-0.000110664;-0.000574387;-0.0007;-9.74E-05;-0.000690263;-0.000690263;-9.80E-05;-0.000680466;-0.000680466;-9.89E-05;-0.000670579;-0.000670579;-9.98E-05;-0.000660597;-0.000660597;-0.000100789;-0.000650518;-0.000650518;-0.000101756;-0.000640342;-0.000640342;-0.000102722;-0.00063007;-0.00063007;-0.000103684;-0.000619702;-0.000619702;-0.000104644;-0.000609237;-0.000609237
18;-4.41E-06;-0.000899559;-0.000899559;-9.65E-06;-0.000898595;-0.000898595;-1.67E-05;-0.000896928;-0.000896928;-2.39E-05;-0.000894535;-0.000894535;-3.08E-05;-0.000891456;-0.000891456;-3.71E-05;-0.00088775;-0.00088775;-4.27E-05;-0.000883477;-0.000883477;-4.79E-05;-0.000878691;-0.000878691;-5.25E-05;-0.00087344;-0.00087344;-5.68E-05;-0.000867765;-0.000867765;-6.06E-05;-0.0008617;-0.0008617;-6.42E-05;-0.000855277;-0.000855277;-6.76E-05;-0.000848522;-0.000848522;-7.06E-05;-0.000841458;-0.000841458;-7.35E-05;-0.000834106;-0.000834106;-7.62E-05;-0.000826485;-0.000826485;-7.87E-05;-0.000818611;-0.000818611;-8.11E-05;-0.000810499;-0.000810499;-8.34E-05;-0.000802164;-0.000802164;-8.55E-05;-0.000793615;-0.000793615;-8.75E-05;-0.000784865;-0.000784865;-8.94E-05;-0.000775923;-0.000775923;-9.12E-05;-0.000766799;-0.000766799;-9.30E-05;-0.000757499;-0.000757499;-9.47E-05;-0.000748031;-0.000748031;-9.63E-05;-0.000738402;-0.000738402;-9.78E-05;-0.000728617;-0.000728617;-9.93E-05;-0.000718682;-0.000718682;-0.000100802;-0.000708602;-0.000708602;-0.00010221;-0.000698381;-0.000698381;-0.000103575;-0.000688023;-0.0008;-9.23E-05;-0.000790769;-0.000790769;-9.28E-05;-0.000781484;-0.000781484;-9.36E-05;-0.00077212;-0.00077212;-9.45E-05;-0.000762671;-0.000762671;-9.53E-05;-0.000753136;-0.000753136;-9.62E-05;-0.000743516;-0.000743516;-9.71E-05;-0.00073381;-0.00073381;-9.79E-05;-0.00072402;-0.00072402;-9.87E-05;-0.000714146;-0.000714146
19;-4.09E-06;-0.000999591;-0.000999591;-9.01E-06;-0.00099869;-0.00099869;-1.56E-05;-0.000997128;-0.000997128;-2.25E-05;-0.000994879;-0.000994879;-2.90E-05;-0.00099198;-0.00099198;-3.50E-05;-0.000988485;-0.000988485;-4.03E-05;-0.000984451;-0.000984451;-4.52E-05;-0.00097993;-0.00097993;-4.96E-05;-0.000974967;-0.000974967;-5.37E-05;-0.000969601;-0.000969601;-5.73E-05;-0.000963867;-0.000963867;-6.07E-05;-0.000957792;-0.000957792;-6.39E-05;-0.000951403;-0.000951403;-6.68E-05;-0.000944724;-0.000944724;-6.95E-05;-0.000937773;-0.000937773;-7.20E-05;-0.000930569;-0.000930569;-7.44E-05;-0.000923128;-0.000923128;-7.66E-05;-0.000915465;-0.000915465;-7.87E-05;-0.000907593;-0.000907593;-8.07E-05;-0.000899523;-0.000899523;-8.26E-05;-0.000891267;-0.000891267;-8.43E-05;-0.000882833;-0.000882833;-8.60E-05;-0.000874231;-0.000874231;-8.76E-05;-0.000865468;-0.000865468;-8.92E-05;-0.000856553;-0.000856553;-9.06E-05;-0.00084749;-0.00084749;-9.20E-05;-0.000838286;-0.000838286;-9.34E-05;-0.000828946;-0.000828946;-9.47E-05;-0.000819476;-0.000819476;-9.60E-05;-0.000809878;-0.000809878;-9.72E-05;-0.000800158;-0.0009;-8.77E-05;-0.000891225;-0.000891225;-8.82E-05;-0.000882402;-0.000882402;-8.89E-05;-0.000873508;-0.000873508;-8.97E-05;-0.000864538;-0.000864538;-9.05E-05;-0.000855492;-0.000855492;-9.12E-05;-0.000846369;-0.000846369;-9.20E-05;-0.00083717;-0.00083717;-9.27E-05;-0.000827895;-0.000827895;-9.35E-05;-0.000818547;-0.000818547
