,vel 0,Pres 0,FMat 0,FMatRem 0,Visc 0,vel 1,Pres 1,FMat 1,FMatRem 1,Visc 1,vel 2,Pres 2,FMat 2,FMatRem 2,Visc 2
32,-5.734299794922534e-07,109109.79032436141,-0.010002082810088636,-0.006110326719720447,0.002,-1.8444409033828992e-06,119263.66723518207,-0.006109404499268756,-0.005419204476772861,0.002,-2.02967464846488e-06,128937.44639017779,-0.005418189639448629,-0.004615120063938561,0.002
33,-5.741285412855146e-07,108977.17923333604,-0.010065236019922466,-0.006210198263970643,0.002,-1.8296182930203523e-06,119074.80966172511,-0.006209283454824133,-0.0055190717728093724,0.002,-2.0191181057417046e-06,128727.6294873994,-0.005518062213756502,-0.004714983869470339,0.002
34,-5.745466713200053e-07,108846.57040367954,-0.010128982878093416,-0.006310069808220841,0.002,-1.8149327270296595e-06,118887.48568373686,-0.0063091623418573255,-0.0056189390688458855,0.002,-2.0088069018051058e-06,128518.92524008118,-0.005617934665394983,-0.00481484767500212,0.002
35,-5.746980845679938e-07,108717.9300499615,-0.010193312242997793,-0.006409941352471036,0.002,-1.8003839107037599e-06,118701.6808318136,-0.006409041160515684,-0.005718806364882396,0.002,-1.9987313042728705e-06,128311.30867414045,-0.005717806999230259,-0.004914711480533897,0.002
36,-5.745959558891135e-07,108591.2249259973,-0.01025821315213889,-0.00650981289672123,0.002,-1.7859711649414656e-06,118517.38071612915,-0.006508919911138759,-0.005818673660918906,0.002,-1.988881451619969e-06,128104.755845682,-0.0058176792201930965,-0.005014575286065676,0.002
37,-5.742529329951093e-07,108466.42232831975,-0.010323674822671774,-0.006609684440971427,0.002,-1.77169347308738e-06,118334.57106072277,-0.0066087985942348835,-0.005918540956955419,0.002,-1.979247406458516e-06,127899.24384798165,-0.00591755133325219,-0.005114439091597454,0.002
38,-5.736811500138205e-07,108343.49009847216,-0.010389686651665604,-0.006709555985221623,0.002,-1.7575495236662328e-06,118153.23773339365,-0.00670867721045979,-0.0060184082529919315,0.002,-1.9698192030219323e-06,127694.75081360393,-0.00601742334339042,-0.0052143028971292325,0.002
39,-5.728922415320182e-07,108222.39662420875,-0.010456238216101869,-0.006809427529471817,0.002,-1.7435377493385743e-06,117973.36677159421,-0.006808555760597148,-0.00611827554902844,0.002,-1.9605868893686534e-06,127491.25591220049,-0.006117295255583756,-0.00531416670266101,0.002
40,-5.718973570081134e-07,108103.11083968321,-0.010523319272626492,-0.0069092990737220136,0.002,-1.7296563623889707e-06,117794.94440468164,-0.006908434245540819,-0.006218142845064954,0.002,-1.9515405647947922e-06,127288.7393444861,-0.006217167074782557,-0.005414030508192788,0.002
41,-5.707071754528355e-07,107985.60222470238,-0.01059091975707298,-0.0070091706179722085,0.002,-1.7159033870209133e-06,117617.95707285745,-0.007008312666278698,-0.0063180101411014645,0.002,-1.9426704128894857e-06,127087.18233284113,-0.00631703880589502,-0.005513894313724567,0.002
42,-5.693319202888062e-07,107869.84080311784,-0.010659029783773153,-0.007109042162222407,0.002,-1.7022766887176196e-06,117442.39144309977,-0.007108191023878048,-0.0064178774371379775,0.002,-1.9339667306287037e-06,126886.56710895113,-0.006416910453772663,-0.005613758119256346,0.002
43,-5.677813743075891e-07,107755.7971404244,-0.010727639644671431,-0.007208913706472603,0.002,-1.6887740009056387e-06,117268.23442236602,-0.007208069319472149,-0.006517744733174488,0.002,-1.9254199538774847e-06,126686.87689885343,-0.006516782023197549,-0.005713621924788125,0.002
44,-5.660648946524517e-07,107643.44234063069,-0.010796739808257806,-0.007308785250722799,0.002,-1.6753929491372905e-06,117095.47316832318,-0.00730794755424823,-0.006617612029210999,0.002,-1.9170206796307467e-06,126488.09590572755,-0.006616653518871184,-0.005813485730319904,0.002
45,-5.64191427761166e-07,107532.74804246321,-0.010866320918334067,-0.007408656794972996,0.002,-1.6621310729920268e-06,116924.09509784031,-0.0074078257294365,-0.0067174793252475105,0.002,-1.9087596852945875e-06,126290.20929073398,-0.0067165249454048635,-0.005913349535851683,0.002
46,-5.621695242100273e-07,107423.68641496274,-0.010936373792627215,-0.007508528339223193,0.002,-1.6489858458781858e-06,116754.08789346028,-0.007507703846300254,-0.006817346621284024,0.002,-1.9006279452837032e-06,126093.20315217786,-0.006816396307311383,-0.006013213341383462,0.002
47,-5.600073534115931e-07,107316.230152528,-0.011006889421263169,-0.007608399883473387,0.002,-1.6359546929083033e-06,116585.43950804921,-0.0076075819061269334,-0.006917213917320536,0.002,-1.8926166451919781e-06,125897.0645032473,-0.00691626760899794,-0.006113077146915238,0.002
48,-5.577127181193486e-07,107210.35246945835,-0.011077858965113416,-0.007708271427723584,0.002,-1.623035007000529e-06,116418.13816780601,-0.007707459910220084,-0.007017081213357046,0.002,-1.8847171937628558e-06,125701.78124855206,-0.0070161388547601644,-0.006212940952447017,0.002
49,-5.552930687004176e-07,107106.02709404494,-0.011149273754026414,-0.00780814297197378,0.002,-1.6102241633489066e-06,116252.17237379999,-0.007807337859892106,-0.007116948509393559,0.002,-1.8769212328669593e-06,125507.34215966718,-0.0071160100487771254,-0.006312804757978798,0.002
50,-5.527555171437014e-07,107003.22826225664,-0.011221125284955145,-0.007908014516223978,0.002,-1.5975195323956121e-06,116087.53090219041,-0.00790721575645778,-0.007216815805430072,0.002,-1.8692206456834525e-06,125313.7368498661,-0.00721588119510723,-0.006412668563510577,0.002
51,-5.501068507749104e-07,106901.93071106418,-0.011293405219991325,-0.008007886060474171,0.002,-1.584918491428157e-06,115924.20280326961,-0.008007093601228457,-0.007316683101466583,0.002,-1.8616075632569414e-06,125120.95574820903,-0.007315752297684954,-0.006512532369042353,0.002
52,-5.473535456543889e-07,106802.10967144357,-0.01136610538431648,-0.008107757604724366,0.002,-1.5724184349112022e-06,115762.17739945887,-0.008106971395506911,-0.007416550397503093,0.002,-1.8540743695883457e-06,124928.99007313716,-0.007415623360318299,-0.0066123961745741325,0.002
53,-5.445017796373865e-07,106703.74086109742,-0.011439217764079251,-0.008207629148974563,0.002,-1.5600167836570488e-06,115601.44428237682,-0.008206849140582735,-0.007516417693539606,0.002,-1.8466137054084946e-06,124737.83180570693,-0.007515494386686901,-0.006712259980105911,0.002
54,-5.415574450827465e-07,106606.8004769303,-0.011512734504207919,-0.00830750069322476,0.002,-1.5477109929332078e-06,115441.99330908894,-0.008306726837728293,-0.007616284989576118,0.002,-1.8392184707644008e-06,124547.47366258553,-0.007615365380340736,-0.006812123785637692,0.002
55,-5.385261611928275e-07,106511.26518731155,-0.011586647906166465,-0.008407372237474954,0.002,-1.5354985595894982e-06,115283.81459763838,-0.00840660448819516,-0.007716152285612628,0.002,-1.8318818265380242e-06,124357.90906891652,-0.007715236344699359,-0.006911987591169468,0.002
56,-5.354132859788417e-07,106417.11212415862,-0.011660950425662057,-0.008507243781725153,0.002,-1.5233770282905257e-06,115126.89852195022,-0.008506482093211008,-0.00781601958164914,0.002,-1.8245971950095803e-06,124169.13213115267,-0.007815107283051636,-0.007011851396701248,0.002
57,-5.322239278447143e-07,106324.31887486886,-0.011735634670311275,-0.008607115325975348,0.002,-1.5113439969286238e-06,114971.23570619224,-0.008606359653976884,-0.007915886877685652,0.002,-1.8173582595667293e-06,123981.137609943,-0.00791497819855587,-0.007111715202233026,0.002
58,-5.289629567811798e-07,106232.86347412877,-0.011810693397271971,-0.008706986870225544,0.002,-1.4993971212822274e-06,114816.81701866964,-0.008706237171664903,-0.008015754173722165,0.002,-1.8101589636491654e-06,123793.92089315124,-0.00801484909424034,-0.007211579007764805,0.002
59,-5.256350151720655e-07,106142.72439562612,-0.011886119510847112,-0.008806858414475741,0.002,-1.4875341189888636e-06,114663.63356532376,-0.008806114647416246,-0.008115621469758676,0.002,-1.802993509012862e-06,123607.47796907484,-0.00811471997300417,-0.007311442813296584,0.002
60,-5.22244528211138e-07,106053.88054368868,-0.011961906060066634,-0.008906729958725938,0.002,-1.4757527728897045e-06,114511.6766828985,-0.008905992082339493,-0.00821548876579519,0.002,-1.795856353391022e-06,123421.80539992542,-0.008214590837618494,-0.007411306618828363,0.002
61,-5.187957139295963e-07,105966.31124487205,-0.01203804623625277,-0.009006601502976132,0.002,-1.4640509337994425e-06,114360.93793183324,-0.009005869477509233,-0.008315356061831699,0.002,-1.7887422076204394e-06,123236.90029562451,-0.008314461690727889,-0.007511170424360142,0.002
62,-5.152925928392438e-07,105879.9962395175,-0.012114533370574066,-0.00910647304722633,0.002,-1.4524265227530226e-06,114211.40908893537,-0.009105746833964954,-0.008415223357868212,0.002,-1.7816460322962804e-06,123052.76028796198,-0.008414332534852064,-0.007611034229891921,0.002
63,-5.117389971944279e-07,105794.91567329832,-0.012191360931592775,-0.009206344591476526,0.002,-1.4408775327768673e-06,114063.082139881,-0.009205624152710137,-0.008515090653904723,0.002,-1.7745630340129127e-06,122869.38350515874,-0.008514203372387718,-0.007710898035423699,0.002
64,-5.081385798791496e-07,105711.05008877309,-0.012268522522810068,-0.009306216135726722,0.002,-1.4294020302259147e-06,113915.94927158745,-0.00930550143471161,-0.008614957949941235,0.002,-1.7674886612453027e-06,122686.76854686973,-0.008614074205610611,-0.007810761840955476,0.002
65,-5.044948229261189e-07,105628.38041696117,-0.012346011880213082,-0.009406087679976917,0.002,-1.4179981557266782e-06,113770.00286449814,-0.009405378680899053,-0.008714825245977746,0.002,-1.7604185999156919e-06,122504.91445965826,-0.008713945036677788,-0.007910625646487255,0.002
66,-5.008110456740833e-07,105546.88796895614,-0.012423822869827576,-0.009505959224227114,0.002,-1.406664124765348e-06,113625.23548481529,-0.009505255892164732,-0.00881469254201426,0.002,-1.7533487686905412e-06,122323.82071296881,-0.008813815867629915,-0.008010489452019036,0.002
67,-4.970904125720479e-07,105466.55442759025,-0.012501949485279553,-0.00960583076847731,0.002,-1.3953982279513644e-06,113481.63987671355,-0.009605133069363335,-0.008914559838050772,0.002,-1.7462753140480244e-06,122143.48717562063,-0.008913686700393747,-0.008110353257550813,0.002
68,-4.933359406402477e-07,105387.36183916277,-0.012580385845369047,-0.009705702312727505,0.002,-1.384198830991137e-06,113339.20895456395,-0.00970501021331201,-0.009014427134087281,0.002,-1.7391946051512263e-06,121963.91409284154,-0.009013557536784705,-0.00821021706308259,0.002
69,-4.895505065967901e-07,105309.29260524307,-0.012659126191658892,-0.009805573856977702,0.002,-1.3730643743983604e-06,113197.93579519427,-0.009804887324790503,-0.009114294430123794,0.002,-1.7321032285599516e-06,121785.10206385731,-0.009113428378509515,-0.00831008086861437,0.002
70,-4.857368536580042e-07,105232.32947455904,-0.012738164886081068,-0.0099054454012279,0.002,-1.3619933729703975e-06,113057.81363021032,-0.009904764404541416,-0.009214161726160307,0.002,-1.7249979828089043e-06,121607.05202004946,-0.009213299227168903,-0.00840994467414615,0.002
71,-4.81897598024488e-07,105156.45553498002,-0.012817496408563034,-0.010005316945478095,0.002,-1.3509844150545006e-06,112918.83583839824,-0.010004641453270569,-0.009314029022196817,0.002,-1.7178758728840394e-06,121429.76520369187,-0.009313170084260376,-0.008509808479677927,0.002
72,-4.780352350631143e-07,105081.6542056025,-0.012897115354676119,-0.01010518848972829,0.002,-1.3400361616239415e-06,112780.9959382276,-0.010104518471647478,-0.009413896318233328,0.002,-1.710734104617387e-06,121253.24314727263,-0.00941304095118102,-0.008609672285209705,0.002
73,-4.741521451940115e-07,105007.9092289459,-0.012977016433307953,-0.010205060033978489,0.002,-1.329147345189841e-06,112644.28758047165,-0.010204395460305894,-0.009513763614269841,0.002,-1.7035700790225572e-06,121077.48765340752,-0.00951291182923033,-0.008709536090741488,0.002
74,-4.702505994937515e-07,104935.20466326515,-0.013057194464360596,-0.010304931578228683,0.002,-1.3183167685648109e-06,112508.70454095931,-0.0103042724198444,-0.009613630910306353,0.002,-1.6963813865927674e-06,120902.5007753475,-0.009612782719613057,-0.008809399896273263,0.002
75,-4.6633276502473023e-07,104863.5248749859,-0.013137644376475965,-0.010404803122478882,0.002,-1.3075433034980472e-06,112374.2407134722,-0.010404149350827133,-0.009713498206342866,0.002,-1.6891658015786124e-06,120728.28479808228,-0.009712653623442076,-0.008909263701805042,0.002
76,-4.6240070990307915e-07,104792.85453126743,-0.013218361204789884,-0.010504674666729075,0.002,-1.2968258891968255e-06,112240.89010279729,-0.010504026253784477,-0.009813365502379375,0.002,-1.6819212762619645e-06,120554.84222003906,-0.009812524541741243,-0.00900912750733682,0.002
77,-4.584564081127323e-07,104723.1785926971,-0.013299340088715961,-0.010604546210979272,0.002,-1.2861635307505545e-06,112108.64681794572,-0.010603903129213896,-0.009913232798415888,0.002,-1.6746459352399516e-06,120382.17573537528,-0.009912395475448268,-0.0091089913128686,0.002
78,-4.545017440772407e-07,104654.48230612122,-0.013380576269760348,-0.01070441775522947,0.002,-1.2755552974720426e-06,111977.50506554518,-0.010703779977580733,-0.010013100094452401,0.002,-1.6673380697346156e-06,120210.28821686193,-0.010012266425417533,-0.00920885511840038,0.002
79,-4.505385170011472e-07,104586.75119761412,-0.013462065089368282,-0.010804289299479663,0.002,-1.2650003211679812e-06,111847.45914341345,-0.01080365679931908,-0.01011296739048891,0.002,-1.659996131937402e-06,120039.18269935333,-0.010112137392422942,-0.009308718923932157,0.002
80,-4.4656844498672586e-07,104519.97106558901,-0.013543801986803225,-0.010904160843729858,0.002,-1.2544977943488504e-06,111718.5034343183,-0.010903533594832683,-0.01021283468652542,0.002,-1.65261872939739e-06,119868.8623638381,-0.010212008377160721,-0.009408582729463936,0.002
81,-4.42593168940496e-07,104454.12797405233,-0.013625782497059173,-0.011004032387980053,0.002,-1.24404696839169e-06,111590.63239992924,-0.011003410364495857,-0.010312701982561935,0.002,-1.6452046194693946e-06,119699.33052206544,-0.0103118793802522,-0.009508446534995715,0.002
82,-4.386142562761237e-07,104389.20824600293,-0.013708002248806772,-0.01110390393223025,0.002,-1.2336471516665406e-06,111463.8405749637,-0.011103287108654417,-0.010412569278598445,0.002,-1.6377527038268779e-06,119530.59060173864,-0.01041175040224653,-0.00960831034052749,0.002
83,-4.3463320442304467e-07,104325.19845697773,-0.013790456962373642,-0.011203775476480445,0.002,-1.2232977076284318e-06,111338.12256153124,-0.01120316382762663,-0.010512436574634956,0.002,-1.6302620230415784e-06,119362.64613226891,-0.010511621443623435,-0.00970817414605927,0.002
84,-4.3065144415252237e-07,104262.08542874407,-0.013873142447759217,-0.01130364702073064,0.002,-1.212998052893807e-06,111213.47302367783,-0.011303040521704192,-0.010612303870671467,0.002,-1.6227317512445825e-06,119195.50073108103,-0.010611492504795844,-0.009808037951591044,0.002
85,-4.266703427260443e-07,104199.85622313936,-0.013956054602684422,-0.011403518564980836,0.002,-1.2027476553022405e-06,111089.88668213002,-0.011402917191153186,-0.010712171166707979,0.002,-1.6151611908715646e-06,119029.1580904613,-0.010711363586112542,-0.009907901757122823,0.002
86,-4.226912068766778e-07,104138.49813605806,-0.014039189410676334,-0.01150339010923103,0.002,-1.1925460319682404e-06,110967.35830924126,-0.011502793836215046,-0.010812038462744488,0.002,-1.6075497674956776e-06,118863.62196493866,-0.01081123468786074,-0.010007765562654602,0.002
87,-4.1871528563291565e-07,104077.99869158557,-0.014122542939187879,-0.011603261653481226,0.002,-1.1823927473361943e-06,110845.88272413898,-0.011602670457107557,-0.010911905758781,0.002,-1.599897024755662e-06,118698.89615918904,-0.010911105810268622,-0.01010762936818638,0.002
88,-4.147437729901204e-07,104018.34563627829,-0.014206111337752686,-0.01170313319773142,0.002,-1.172287411239154e-06,110725.45478807218,-0.011702547054025802,-0.01101177305481751,0.002,-1.592202619378717e-06,118534.98451645211,-0.011010976953507822,-0.01020749317371816,0.002
89,-4.1077781043880354e-07,103959.52693358922,-0.014289890836174999,-0.011803004741981617,0.002,-1.1622296769693872e-06,110606.06939995817,-0.011802423627143132,-0.011111640350854022,0.002,-1.5844663163054052e-06,118371.89090745086,-0.01111084811769587,-0.010307356979249935,0.002
90,-4.068184893573956e-07,103901.53075843774,-0.01437387774275455,-0.011902876286231812,0.002,-1.1522192393619583e-06,110487.72149212658,-0.01190230017661213,-0.01121150764689053,0.002,-1.576687983917235e-06,118209.61921980185,-0.011210719302898572,-0.010407220784781714,0.002
91,-4.0286685327536985e-07,103844.34549192231,-0.01445806844254632,-0.012002747830482005,0.002,-1.1422558328982028e-06,110370.4060262591,-0.012002176702565556,-0.011311374942927041,0.002,-1.5688675893673484e-06,118048.17334790637,-0.011310590509132357,-0.010507084590313489,0.002
92,-3.9892390001481856e-07,103787.95971617455,-0.014542459395654909,-0.012102619374732202,0.002,-1.1323392298329094e-06,110254.11798952166,-0.012102053205117286,-0.011411242238963552,0.002,-1.5610051940203777e-06,117887.55718331029,-0.011410461736366543,-0.010606948395845268,0.002
93,-3.949905837155356e-07,103732.36220935281,-0.014627047135563344,-0.012202490918982397,0.002,-1.122469238346716e-06,110138.85239088698,-0.012201929684363224,-0.011511109535000064,0.002,-1.5531009490002539e-06,117727.77460552184,-0.011510332984525563,-0.010706812201377047,0.002
94,-3.910678167512627e-07,103677.54194077374,-0.014711828267496039,-0.012302362463232594,0.002,-1.1126457007285594e-06,110024.60425764375,-0.012301806140382229,-0.011610976831036577,0.002,-1.5451550908462028e-06,117568.8294732755,-0.011610204253491154,-0.010806676006908825,0.002
95,-3.8715647154310116e-07,103623.48806617918,-0.014796799466815565,-0.012402234007482789,0.002,-1.1028684915884459e-06,109911.36863208942,-0.012401682573236995,-0.011710844127073088,0.002,-1.5371679372781124e-06,117410.72561623083,-0.011710075543104449,-0.010906539812440604,0.002
96,-3.832573822737147e-07,103570.18992313676,-0.014881957477452948,-0.012502105551732985,0.002,-1.0931375161049257e-06,109799.14056840315,-0.012501558982974934,-0.011810711423109597,0.002,-1.529139883073935e-06,117253.46682709471,-0.01180994685316806,-0.01100640361797238,0.002
97,-3.793713465097997e-07,103517.63702657165,-0.014967299110371084,-0.012601977095983178,0.002,-1.083452708308964e-06,109687.91512969465,-0.012601435369629025,-0.011910578719146109,0.002,-1.5210713960558361e-06,117097.05685415516,-0.01190981818344808,-0.011106267423504158,0.002
98,-3.754991267374953e-07,103465.81906442727,-0.015052821242060878,-0.012701848640233375,0.002,-1.073814029406061e-06,109577.6873852254,-0.012701311733218671,-0.01201044601518262,0.002,-1.5129630131870689e-06,116941.49939421576,-0.012009689533676026,-0.011206131229035937,0.002
99,-3.716414518161682e-07,103414.72589345227,-0.015138520813069727,-0.01280172018448357,0.002,-1.0642214661354764e-06,109468.45240779764,-0.012801188073750502,-0.01211031331121913,0.002,-1.5048153367792255e-06,116786.79808591878,-0.01210956090355074,-0.011305995034567716,0.002
