,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0.005131558233570477,0.005131180092093535,0.005131902368978022,0.005141619500284929,0.005143432285795124,0.00514603546076414,0.0051482520044483,0.0051475370921698505,0.005144854560456418,0.005134186582598941,0.005131137542229404,0.005129577739835858,0.0051292755477663375,0.005129683589973595,0.005131205392283928,0.005143115173598047,0.0051444816256145005,0.00514626891816824,0.005150481816228683,0.005155617981476211,0.00516093581590535,0.005165482765707026,0.005186592021274641,0.005185240613906221,0.005185299051721612,0.005186063004273052,0.005189458234518636,0.005168767418660922,0.005164618204804014,0.005159853788217039,0.005155044363661501,0.005150846593105177,0.005148260965360701,0.0051454901170139185,0.005135309319997742,0.005133005675603798
1,0.00503194128887172,0.005031558105508419,0.005032287141596412,0.00504204902455565,0.005043809269670227,0.00504642996775547,0.005048639990544506,0.005047917715576132,0.005045286641661965,0.005034580531282724,0.005031525341215187,0.005029960287301853,0.00502965406600474,0.005030066664754228,0.005031592864080618,0.005043555790752935,0.005044853600412043,0.00504666060424696,0.005050880648421619,0.005056019640645568,0.005061337645708696,0.005065880598392725,0.005086979378365793,0.005085620754611134,0.005085679971597398,0.0050864472262445596,0.005089854824893926,0.005069163861569867,0.005065017604540879,0.005060253895816134,0.005055442701852259,0.0050512398319831646,0.005048642442483293,0.005045920572800278,0.005035699678952107,0.005033392778438834
2,0.004932324344172965,0.004931936118923305,0.004932671914214802,0.004942478548826374,0.004944186253545331,0.0049468244747468,0.004949027976640713,0.0049482983389824145,0.004945718722867515,0.0049349744799665075,0.0049319131402009745,0.004930342834767849,0.004930032584243143,0.004930449739534862,0.00493198033587731,0.004943996407907826,0.004945225575209586,0.004947052290325682,0.004951279480614556,0.004956421299814925,0.004961739475512042,0.004966278431078426,0.004987366735456945,0.004986000895316048,0.004986060891473183,0.00498683144821607,0.004990251415269216,0.004969560304478815,0.004965417004277744,0.0049606540034152265,0.004955841040043017,0.004951633070861154,0.004949023919605886,0.004946351028586637,0.004936090037906473,0.004933779881273868
3,0.004832707399474208,0.004832314132338188,0.0048330566868331915,0.004842908073097095,0.004844563237420433,0.0048472189817381295,0.004849415962736918,0.004848678962388696,0.004846150804073063,0.00483536842865029,0.004832300939186757,0.004830725382233845,0.004830411102481544,0.004830832814315494,0.004832367807674002,0.004844437025062716,0.004845597550007126,0.0048474439764044025,0.0048516783128074925,0.004856822958984282,0.004862141305315389,0.0048666762637641255,0.004887754092548098,0.004886381036020962,0.004886441811348969,0.0048872156701875785,0.004890648005644506,0.004869956747387761,0.004865816404014607,0.004861054111014319,0.004856239378233773,0.004852026309739143,0.0048494053967284775,0.004846781484372997,0.004836480396860839,0.004834166984108905
4,0.004733090454775452,0.004732692145753072,0.004733441459451583,0.004743337597367819,0.004744940221295537,0.00474761348872946,0.004749803948833124,0.004749059585794978,0.004746582885278612,0.004735762377334074,0.004732688738172543,0.0047311079296998414,0.004730789620719948,0.004731215889096128,0.004732755279470694,0.004744877642217607,0.004745969524804669,0.004747835662483124,0.00475207714500043,0.0047572246181536385,0.004762543135118734,0.004767074096449824,0.0047881414496392495,0.004786761176725875,0.004786822731224755,0.004787599892159088,0.004791044596019796,0.004770353190296707,0.0047662158037514715,0.004761454218613414,0.004756637716424532,0.004752419548617132,0.004749786873851069,0.004747211940159356,0.0047368707558152045,0.004734554086943939
5,0.004633473510076694,0.004633070159167956,0.0046338262320699715,0.004643767121638539,0.004645317205170638,0.004648007995720789,0.004650191934929328,0.004649440209201259,0.00464701496648416,0.004636156326017855,0.004633076537158326,0.004631490477165835,0.004631168138958347,0.00463159896387676,0.004633142751267384,0.0046453182593724955,0.004646341499602209,0.004648227348561845,0.004652475977193365,0.004657626277322994,0.00466294496492208,0.004667471929135524,0.0046885288067304,0.004687141317430787,0.004687203651100539,0.004687984114130595,0.004691441186395085,0.004670749633205652,0.004666615203488334,0.004661854326212505,0.0046570360546152895,0.0046528127874951196,0.00465016835097366,0.004647642395945714,0.004637261114769569,0.004634941189778973
6,0.004533856565377938,0.004533448172582841,0.004534211004688362,0.004544196645909261,0.004545694189045741,0.0045484025027121185,0.004550579921025536,0.004549820832607544,0.0045474470476897086,0.0045365502747016385,0.004533464336144111,0.004531873024631833,0.004531546657196751,0.004531982038657394,0.004533530223064075,0.004545758876527384,0.004546713474399752,0.004548619034640567,0.004552874809386302,0.004558027936492355,0.004563346794725427,0.004567869761821225,0.004588916163821552,0.004587521458135702,0.004587584570976325,0.004588368336102104,0.004591837776770376,0.004571146076114599,0.0045670146032251975,0.004562254433811598,0.004557434392806047,0.004553206026373109,0.004550549828096253,0.004548072851732073,0.004537651473723935,0.004535328292614009
7,0.004434239620679181,0.004433826185997725,0.004434595777306753,0.004444626170179984,0.004446071172920845,0.004448797009703451,0.004450967907121741,0.004450201456013824,0.004447879128895258,0.004436944223385422,0.004433852135129896,0.004432255572097828,0.004431925175435153,0.004432365113438027,0.004433917694860767,0.004446199493682274,0.004447085449197295,0.004449010720719289,0.004453273641579238,0.004458429595661712,0.004463748624528773,0.004468267594506925,0.004489303520912704,0.004487901598840615,0.004487965490852111,0.004488752558073615,0.004492234367145667,0.004471542519023547,0.004467414002962063,0.004462654541410691,0.004457832730996805,0.004453599265251098,0.004450931305218845,0.004448503307518433,0.0044380418326783015,0.004435715395449045
8,0.004334622675980424,0.0043342041994126074,0.004334980549925143,0.004345055694450706,0.004346448156795946,0.004349191516694779,0.004351355893217946,0.004350582079420106,0.0043483112101008045,0.004337338172069204,0.004334239934115679,0.004332638119563823,0.004332303693673554,0.004332748188218659,0.004334305166657457,0.004346640110837164,0.004347457423994835,0.004349402406798009,0.004353672473772174,0.0043588312548310665,0.004364150454332119,0.004368665427192624,0.004389690878003855,0.004388281739545528,0.004388346410727895,0.004389136780045122,0.004392630957520956,0.004371938961932491,0.004367813402698926,0.004363054649009783,0.0043582310691875625,0.004353992504129087,0.004351312782341436,0.004348933763304793,0.004338432191632666,0.004336102498284079
9,0.004235005731281668,0.004234582212827494,0.004235365322543534,0.004245485218721428,0.00424682514067105,0.004249586023686108,0.004251743879314153,0.004250962702826389,0.004248743291306355,0.004237732120752987,0.004234627733101465,0.00423302066702982,0.004232682211911957,0.004233131262999292,0.004234692638454149,0.004247080727992053,0.0042478293987923774,0.00424979409287673,0.004254071305965112,0.004259232914000425,0.004264552284135465,0.004269063259878324,0.004290078235095007,0.004288661880250442,0.004288727330603681,0.004289521002016632,0.004293027547896248,0.004272335404841438,0.00426821280243579,0.004263454756608876,0.004258629407378319,0.004254385743007076,0.004251694259464029,0.004249364219091153,0.004238822550587032,0.004236489601119113
